name,status,length
3981688_0075.h5,transfered successed,759500
3981688_0103.h5,transfered successed,266625
3981688_0106.h5,transfered successed,964250
3981688_0109.h5,transfered successed,547500
3981688_0115.h5,transfered successed,554375
3981688_0153.h5,transfered successed,1286125
3981688_0156.h5,transfered successed,40875
3981688_0159.h5,transfered successed,196375
3981688_0171.h5,transfered successed,48000
3981688_0180.h5,transfered successed,163625
3982843_0003.h5,transfered successed,3622625
3982843_0010.h5,transfered successed,102875
3982843_0015.h5,transfered successed,6013625
3982843_0021.h5,transfered successed,4637500
3982843_0024.h5,transfered successed,176250
3986511_0001.h5,transfered successed,11093750
3986511_0002.h5,transfered successed,854125
3986511_0006.h5,transfered successed,3846000
3988200_0017.h5,transfered successed,8286625
3992215_0520.h5,transfered successed,214000
3992215_0529.h5,transfered successed,74000
3992215_0541.h5,transfered successed,59000
3992215_0544.h5,transfered successed,95000
3992215_0551.h5,transfered successed,118625
3992215_0554.h5,transfered successed,125125
3992215_0557.h5,transfered successed,58875
3992215_0560.h5,transfered successed,231375
3992215_0563.h5,transfered successed,118000
3992215_0566.h5,transfered successed,237000
3992215_0569.h5,transfered successed,65250
3992215_0581.h5,transfered successed,43750
3992215_0590.h5,transfered successed,200500
3992215_0593.h5,transfered successed,43875
3992215_0602.h5,transfered successed,215875
3992215_0605.h5,transfered successed,35875
3992215_0608.h5,transfered successed,37500
3992215_0611.h5,transfered successed,57750
3992215_0614.h5,transfered successed,51250
3992215_0617.h5,transfered successed,111875
3992215_0620.h5,transfered successed,87875
3992215_0632.h5,transfered successed,238750
3992215_0635.h5,transfered successed,58125
3992215_0638.h5,transfered successed,51250
3992215_0644.h5,transfered successed,133750
3992215_0647.h5,transfered successed,66750
3992215_0650.h5,transfered successed,36250
3992215_0659.h5,transfered successed,88125
3992215_0662.h5,transfered successed,141500
3992215_0675.h5,transfered successed,63000
3992215_0679.h5,transfered successed,57875
3992215_0682.h5,transfered successed,63875
3992215_0688.h5,transfered successed,65875
3992215_0691.h5,transfered successed,38375
3992215_0693.h5,transfered successed,38375
3992215_0699.h5,transfered successed,93500
3992215_0705.h5,transfered successed,85750
3992215_0709.h5,transfered successed,98500
3992215_0716.h5,transfered successed,154125
3992215_0719.h5,transfered successed,42750
3992215_0722.h5,transfered successed,44875
3992290_0015.h5,transfered successed,796500
3992290_0033.h5,transfered successed,98000
3992290_0036.h5,transfered successed,6835875
